store_name,StoreNumber,State,City,Address,HighwayOrExit,Zip,Latitude,Longitude,DEFLanes,ParkingSpaces,StoreType,Phone,Fax,Unleaded,Midgrade,Premium,Diesel,Blend,Propane,BulkDEF,Restaurants
Love's Travel Center,702,IA,Waterloo,3301 Greyhound Dr,HWY 20 / 227/HWY 63,50701,42.461731,-92.404041,7,45,Travel Stop,(319) 234-4378,(319) 234-4356,2.349,2.799,3.149,4.049,B6,3.899,4.489,"Wendy's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,684,IA,Ellsworth,1400 Industrial Park Road,I-35 / 133/IA Hwy-175,50075,42.31205,-93.572074,8,110,Travel Stop,(515) 836-4800,(515) 836-4829,2.519,2.969,3.319,4.049,B6,5.539,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,432,WI,Oak Creek,9650 S. 20th St.,I-94 / 322,53154,42.871169,-87.940847,12,116,Travel Stop,(414) 761-0482,(414) 761-0709,2.599,3.099,3.599,3.989,,3.999,4.489,"Denny's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,820,NY,Waterloo,1262 Route 414,I-90 / 41 SWC,13165,42.964412,-76.847761,8,75,Travel Stop,(315) 835-7244,(315) 835-7245,2.699,3.199,3.599,4.389,,3.999,4.889,"Subway,Wendy's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,377,CO,Hudson,201 East Bison Hwy,I-76 / 31,80642,40.077008,-104.649147,8,80,Travel Stop,(303) 536-9900,(303) 536-9904,2.799,3.199,3.549,3.789,,3.999,4.389,"Carl's Jr.,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,838,CO,Brighton,672 Riverfront Dr,Hwy-85 / E 168 Ave,80601,39.999491,-104.823782,6,89,Travel Stop,(303) 335-1182,(303) 335-1183,2.599,2.999,3.349,3.329,,3.999,4.489,"Carl's Jr.,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,701,MI,Capac,3191 Capac Rd,I-69 / 176/Capac Rd,48014,42.989255,-82.928883,8,105,Travel Stop,(810) 395-9690,(810) 395-9693,2.799,3.299,3.799,4.249,,3.999,4.489,"Chester's Express,McDonald's,Sandwiches,Tacos"
Love's Travel Center,649,CO,Brush,1015 Hospital Rd,I-76 / 89/Hospital Rd,80723,40.2661,-103.6394,8,100,Travel Stop,(970) 842-9840,(970) 842-9956,2.379,2.779,3.129,3.589,,3.999,4.789,"Carl's Jr.,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,752,WI,Elkhorn,100 E Commerce Ct,I-43 / 25,53121,42.652564,-88.542025,7,100,Travel Stop,(262) 723-8888,(262) 723-8886,2.429,2.929,3.429,4.149,,3.989,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,742,MI,Holland,9790 Adams St,I-196 / 52/Adams St,49424,42.782791,-86.023202,7,70,Travel Stop,(616) 772-3101,(616) 772-3201,3.049,3.549,4.049,4.189,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,745,MI,St. Clair,1336 Wadhams Road,I-94 / 262/Wadhams Rd,48079,42.865257,-82.558108,9,106,Travel Stop,(810) 326-4173,(810) 326-4179,3.099,3.599,4.099,4.249,,,4.489,"McDonald's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,785,MI,Grand Ledge,7300 West Grand River Ave,I-96 / 90,48837,42.78529,-84.668084,8,110,Travel Stop,(517) 626-7370,(517) 626-7374,3.099,3.599,4.099,4.249,,,4.489,"Hardee's,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,340,NV,Las Vegas,12501 Apex Great Basin Pkwy,I-15 / 64,89165,36.381561,-114.896529,8,153,Travel Stop,(702) 643-7398,(702) 643-8567,3.399,3.749,4.049,4.089,,3.999,4.689,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,784,NE,Schuyler,979 Road E,Hwy 30 / CR-9/Road E,68661,41.451618,-97.084221,5,80,Travel Stop,(402) 352-7909,(402) 352-7963,2.349,2.749,3.049,3.949,,,4.589,"Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,322,IL,Roscoe,13477 Quality Dr.,I-39/90 / 3,61073,42.455985,-88.998069,8,108,Travel Stop,(815) 389-1923,(815) 389-0848,2.579,3.079,3.529,4.189,B12,,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,770,IL,Wadsworth,43100 US Hwy 41,I-94/US 41 / 1/Russell Rd,60083,42.489035,-87.953391,9,97,Travel Stop,(847) 838-4265,(847) 838-4380,2.899,3.399,3.849,4.149,B12,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,611,NY,Canaan,12845 Route 22,I-90 / B3,12029,42.362667,-73.429423,7,58,Travel Stop,(518) 781-4040,(518) 781-4042,2.929,3.429,3.829,4.449,,,4.889,"Dunkin',Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,755,CA,Boron,27201 Boron Frontage Rd N,Hwy 58 / 199/Boron Ave,93516,35.011891,-117.644461,8,85,Travel Stop,(661) 385-6020,(661) 385-6021,4.199,4.499,4.799,5.349,B20,4.099,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,300,CO,Bennett,1191 S. 1st Street,I-70 / 304,80102,39.741216,-104.434745,10,200,Travel Stop,(303) 644-3585,(303) 644-3412,2.899,3.299,3.649,3.589,,3.999,4.589,"Chester's,McDonald's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,426,IA,Shelby,10 East Street,I-80 / 34,51570,41.496978,-95.451919,8,98,Travel Stop,(712) 207-2441,(712) 207-2452,2.289,2.739,3.089,4.049,,3.999,4.489,"Chester's,McDonald's,Sandwiches,Tacos"
Love's Travel Center,775,IL,Rockford,4628 South Main Street,US Hwy 20 / IL Hwy 2,61102,42.21505,-89.107076,6,88,Travel Stop,(779) 238-5956,(779) 238-5957,2.779,3.279,3.729,3.849,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,631,NE,Valley,26120 E Meigs St,Hwy 275 / E Meigs St,68064,41.312512,-96.324373,6,67,Travel Stop,(402) 359-2399,(402) 359-2192,2.669,3.069,3.369,3.949,,3.999,4.689,"Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,878,MI,Alamo,7900 Adobe Road,US Hwy-131 / 44,49009,42.374803,-85.659821,6,63,Travel Stop,(269) 903-0294,(269) 903-0295,2.899,3.399,3.899,4.099,,,4.489,"McDonald's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,772,NY,Bath,7748 Route 53,I-86 / 37/NY Hwy 53,14810,42.376673,-77.362132,8,70,Travel Stop,(607) 622-1150,(607) 622-1151,2.849,3.349,3.749,4.449,,3.999,4.889,"Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,411,IA,Clive,11820 Hickman Road,I-35/80 / 125/US Hwy-6,50325,41.613365,-93.780718,14,275,Travel Stop,(515) 276-5200,(515) 276-7437,2.679,3.129,3.479,3.989,B6,3.999,4.489,"Denny's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,763,IL,Hampshire,201 Love's Crossing,I-90 / 42/US 20,60140,42.149101,-88.514535,9,224,Travel Stop,(847) 683-7433,(847) 683-7514,3.119,3.619,4.069,4.189,B12,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,851,IL,Monroe Center,16991 E Illinois Rte 72,I-39 / 111/IL Hwy-72,61052,42.099645,-89.018089,7,70,Travel Stop,(815) 393-3416,(815) 393-3420,2.619,3.119,3.569,4.149,B12,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,361,IA,Newton ,4400 S. 22nd Ave. E.,I-80 / 168,50208,41.680428,-92.999058,8,80,Travel Stop,(641) 791-2410,(641) 791-2438,2.379,2.829,3.179,4.029,B6,4.009,4.489,"Chester's,McDonald's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,646,CT,Willington,3 Polster Rd,I-84 / 71,6279,41.925687,-72.25951,7,56,Travel Stop,(860) 458-1016,(860) 458-1017,3.019,3.519,4.019,4.989,,4.699,4.589,"Godfather's Pizza,Subway,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,336,MI,Marshall ,18720 Partello Rd.,I-94 / 112,49068,42.280206,-84.93073,8,112,Travel Stop,(269) 781-9203,(269) 781-9245,2.969,3.469,3.969,4.169,,3.499,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,374,CA,Barstow,2974 Lenwood Rd.,I-15 / 178,92311,34.857121,-117.091981,10,90,Travel Stop,(760) 253-4080,(760) 253-4091,4.399,4.699,4.999,5.249,B20,4.299,4.589,"Godfather's Pizza,Naf Naf Grill,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,730,NE,Omaha,14375 Cornhusker Rd,I-80 / 440/NE Hwy-50,68138,41.157471,-96.13697,8,97,Travel Stop,(402) 970-6705,(402) 970-6706,2.699,3.099,3.399,3.949,,3.999,4.489,"Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,309,NE,Aurora ,1539 Madison Ave.,I-80 / 332,68818,40.818908,-97.99827,8,54,Travel Stop,(402) 694-2802,(402) 694-2807,2.799,3.199,3.499,3.949,,3.999,4.689,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,833,NY,Ripley,6201 Shortman Road,I-90 / 61 SWC,14775,42.258833,-79.743629,8,73,Travel Stop,(716) 736-2023,(716) 736-2039,3.099,,,4.249,,3.999,4.889,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,403,NY,Binghamton,2 Industrial Park Dr.,I-81 / 9 SB / 8B NB,13904,42.101592,-75.835785,7,72,Travel Stop,(607) 651-9153,(607) 651-9286,2.979,3.479,3.879,4.389,,3.999,4.989,"Wendy's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,800,IL,Elk Grove Village,1900 Busse Rd,IL Hwy-83 / Pratt Blvd,60007,41.99875,-87.96085,5,16,Travel Stop,(224) 266-6601,(224) 266-6602,2.959,3.459,3.909,4.149,B12,,4.489,"Godfather's Pizza,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,754,IL,Rochelle,400 Steward Road,I-88 / 76/IL-251,61068,41.898041,-89.066732,10,102,Travel Stop,(815) 561-1125,(815) 561-1127,2.619,3.119,3.569,4.149,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,704,IA,Pacific Junction,57964 188th St,I-29 / 35-B/Hwy 34,51561,41.046186,-95.827015,6,80,Travel Stop,(712) 622-8201,(712) 622-8116,2.499,2.949,3.299,4.049,B6,3.999,4.489,"Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,757,MI,Milan,14137 Plank Road,Hwy 23 / 25/Plank Road,48160,42.076541,-83.667902,9,95,Travel Stop,(734) 439-7406,(734) 439-7447,3.099,3.599,4.099,4.149,,,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,476,IA,Davenport,8255 Northwest Blvd,I-80 / 292,52806,41.604403,-90.623937,8,79,Travel Stop,(563) 386-3466,(563) 386-3474,2.399,2.849,3.199,4.089,B6,3.099,4.489,"Arby's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,645,MI,Frenchtown,1609 Nadeau Rd,I-75 / 18/Nadeau Rd,48161,41.964765,-83.345143,8,85,Travel Stop,(734) 289-4111,(734) 289-4108,3.059,3.559,4.059,4.089,,3.499,4.489,"Hardee's,Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,389,OH,Conneaut,2 Loves Dr,I-90 / 241,44030,41.913966,-80.570646,8,80,Travel Stop,(440) 593-6816,(440) 593-6815,2.889,3.389,3.839,4.289,,,4.489,"McDonald's,Subway"
Love's Travel Center,882,IA,Muscatine,2417 Grandview Ave,US Hwy-61 / Grandview Ave,52761,41.393577,-91.087977,5,27,Travel Stop,(563) 281-0028,(563) 281-0029,2.379,2.829,3.179,3.589,B6,3.999,4.489,"Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,676,NE,Syracuse,188 N 30th Rd,Hwy 2 / Hwy 50,68446,40.673424,-96.178653,5,68,Travel Stop,(402) 269-2194,(402) 269-2261,2.399,2.799,3.099,3.989,,,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,876,IN,Michigan City,10157 N Love's Ave,I-94 / 34A/US Hwy-421 - SWC,46361,41.652281,-86.895889,8,114,Travel Stop,(219) 874-6915,(219) 874-7035,2.599,3.099,3.599,4.189,,,4.489,"Godfather's Pizza,Taco John's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches"
Love's Travel Center,766,IL,Atkinson,5 South State Street,I-80 / 27/State St,61235,41.410645,-90.016349,10,137,Travel Stop,(309) 936-1488,(309) 936-1490,2.999,3.499,3.949,4.149,B12,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,606,IL,South Holland,1533 E 162nd Street,I-94 / 73B @ 162nd St,60473,41.599769,-87.579831,8,86,Travel Stop,(708) 331-7365,(708) 331-7391,2.899,3.399,3.849,4.089,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,729,IN,Goshen,2201 CR 17,Hwy 20 / CR 17/4.5MI S of I-90,46528,41.665878,-85.888229,7,85,Travel Stop,(574) 389-1737,(574) 389-1743,2.699,3.199,3.699,4.049,,3.999,4.389,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,863,OH,Madison,1601 Great Lakes Way,I-90 / 212/OH Hwy-528,44057,41.756796,-81.046069,9,91,Travel Stop,(440) 307-6005,(440) 307-6014,2.859,3.359,3.809,4.289,,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,417,IN,Gary,3150 Grant St,I-94 / 9,46408,41.561796,-87.35664,15,154,Travel Stop,(219) 981-4646,(219) 981-4658,2.639,3.139,3.639,4.189,,,4.489,"Godfather's Pizza,Naf Naf Grill,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,60,KS,Norton,303 W Holme St,US Hwy-36 / 2nd Street,67654,39.838867,-99.89259,2,0,Country Store,(785) 877-5494,(785) 877-5494,2.599,2.999,3.399,3.139,,,4.249,"Godfather's Pizza,Sandwiches,Tacos"
Love's Travel Center,644,CO,Burlington,582 S Lincoln St,I-70 / 437,80807,39.291364,-102.277504,7,77,Travel Stop,(719) 346-5204,(719) 346-5035,2.499,2.899,3.249,3.989,,3.999,4.589,"Carl's Jr.,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,551,IN,Angola,3443 W. Maumee Street,I-69 / 348,46703,41.633593,-85.050747,8,120,Travel Stop,(260) 665-2810,(260) 665-2829,2.699,3.199,3.699,4.289,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,748,OH,Edon,14553 State Route 49,I-90 / OH-49,43518,41.627561,-84.767331,9,111,Travel Stop,(419) 272-1515,(419) 272-1517,2.899,3.349,3.799,4.289,,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,351,IL,Utica ,3020 E. 8th Rd.,I-80 / 81,61373,41.370086,-89.00914,7,69,Travel Stop,(815) 667-4572,(815) 667-4659,2.499,2.999,3.449,4.089,B12,3.999,4.489,"McDonald's,Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,768,IL,Channahon,23801 W Bluff Rd,I-55 / 247/Bluff Rd,60410,41.434064,-88.189665,9,91,Travel Stop,(815) 860-6641,(815) 860-6642,2.799,3.299,3.749,4.089,B12,3.999,4.489,"Arby's,Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,859,IL,Morris,8909 N Brisbin Rd,I-80 / 116,60450,41.415297,-88.365596,8,86,Travel Stop,(815) 705-9259,(815) 705-9260,2.799,3.299,3.749,4.149,B12,3.999,4.489,"Hardee's,Naf Naf Grill,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,873,CO,Canon City,690 Doc Holliday Dr,US Hwy-50 / Four Mile Parkway,81212,38.449826,-105.15618,6,54,Travel Stop,(719) 458-6028,(719) 458-6029,2.689,3.089,3.439,3.889,,3.499,4.589,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,529,IL,Oglesby,1001 W. Walnut St.,I-39 / 54,61348,41.293551,-89.086601,7,88,Travel Stop,(815) 883-3561,(815) 883-3683,2.499,2.999,3.449,4.149,B12,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,425,IL,Wilmington,21624 W Alexander Farm Rd,IL-53 / New River Rd,60481,41.32474,-88.13405,8,68,Travel Stop,(779) 232-7015,(779) 232-7235,2.699,3.199,3.649,3.849,B12,3.499,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,850,CO,Cortez,7006 Hwy 160/491,US Hwy-160/491 / Rd G,81321,37.312799,-108.608295,6,32,Travel Stop,(970) 516-6001,(970) 516-6002,2.929,3.329,3.679,4.099,,3.999,4.489,"Subway,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,456,OH,Perrysburg,26530 Baker Rd,I-280 / 1B,43551,41.537233,-83.466653,8,100,Travel Stop,(419) 837-0071,(419) 837-0076,2.649,3.149,3.599,4.149,,,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,633,IN,Plymouth,2952 Gary Drive,Hwy 30 / Pioneer Dr,46563,41.362314,-86.3492,6,59,Travel Stop,(574) 935-4103,(574) 935-3462,2.899,3.399,3.899,4.289,,3.999,4.489,"Hardee's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,841,OH,Napoleon,775 American Road,US Hwy 24 / 41/Industrial Dr,43545,41.416321,-84.106962,9,98,Travel Stop,(419) 766-6036,(419) 766-6037,2.739,3.239,3.689,4.089,,,4.489,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,834,IL,Grant Park,8316 N Route 1,IL Hwy-1 / IL Hwy-17,60940,41.241902,-87.628942,5,33,Travel Stop,(815) 465-1005,(815) 465-1006,2.899,3.399,3.849,3.789,B12,3.999,4.489,"Godfather's Pizza,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,272,AZ,Kingman,6035 E. Minerva Lane,I-40 / 59,86401,35.19925,-113.90403,9,86,Travel Stop,(928) 681-4405,(928) 681-4408,2.999,3.399,3.699,4.249,,3.999,4.589,"Chester's,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,226,CO,Pueblo,6470 N. Elizabeth St,I-25 / 104,81008,38.34223,-104.622979,6,70,Travel Stop,(719) 253-1338,(719) 253-1341,2.519,2.919,3.269,3.889,,3.999,4.589,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,292,IL,Dwight,12 W. Northbrook Drive,I-55 / 220,60420,41.11424,-88.4153,7,120,Travel Stop,(815) 584-9545,(815) 584-9578,2.899,3.399,3.849,4.049,B12,,4.489,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,804,IL,Monmouth,1001 W 11th Ave,US Hwy 34/67 / W 11th Ave,61462,40.898854,-90.660327,4,86,Travel Stop,(309) 536-6044,(309) 536-6045,2.829,3.329,3.779,3.849,B12,,4.489,"Godfather's Pizza,Sandwiches,Tacos"
Love's Travel Center,685,IL,Knoxville,1405 Knox Hwy 9,I-74 / 51,61448,40.918548,-90.293241,8,94,Travel Stop,(309) 289-2805,(309) 289-2862,2.849,3.349,3.799,4.189,B12,3.999,4.489,"Subway,Sandwiches,Tacos"
Love's Travel Center,500,MO,Eagleville,21022 State Highway N,I-35 / 106,64442,40.466248,-93.978658,7,50,Travel Stop,(660) 867-5300,(660) 867-5305,2.379,2.779,3.079,3.949,,3.499,4.489,"Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,394,IN,Demotte,11207 W State Road 10,I-65 / 230,46310,41.143469,-87.26102,10,120,Travel Stop,(219) 987-2202,(219) 987-2347,2.719,3.219,3.719,4.189,,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,980,OH,Milan Township,12018 State Route US 250,I-90 / 118/Hwy-250,44846,41.321428,-82.613894,8,111,Travel Stop,(567) 424-3086,(567) 424-3087,2.889,3.389,3.839,4.149,,,4.489,Hardee's
Love's Travel Center,647,KS,Belleville,1356 US Highway 81,Hwy 81 / 7th St,66935,39.834626,-97.636691,5,65,Travel Stop,(785) 527-2472,(785) 527-2493,2.599,2.949,3.249,3.999,,4.599,4.489,"Subway,Tacos"
Love's Travel Center,395,IL,Kankakee,3407 South State Road 45/52,I-57 / 308,60901,41.07094,-87.868694,8,90,Travel Stop,(815) 929-1549,(815) 929-1728,2.599,3.099,3.549,4.149,B12,3.989,4.489,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,592,IN,Woodburn,5959 N State Road 101,Hwy 24 / SR 101,46797,41.141101,-84.850485,7,76,Travel Stop,(260) 632-0318,(260) 632-0328,2.989,3.489,3.989,4.179,,,4.489,"McDonald's,Subway,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos"
Love's Travel Center,829,PA,Brookville,1373 Route 28,I-80 / 81/PA Hwy-28,15825,41.171527,-79.046351,9,130,Travel Stop,(814) 646-6014,(814) 646-6015,2.859,3.309,3.709,4.549,,3.999,4.689,"Wendy's,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,356,OH,North Baltimore,13190 Deshler Rd.,I-75 / 167,45872,41.17372,-83.65167,8,65,Travel Stop,(419) 257-2600,(419) 257-2797,2.379,2.879,3.329,4.089,,3.999,4.489,"Arby's,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,370,OH,Hubbard,2586 N. Main St.,I-80 / 234 WB/ 234A EB,44425,41.173058,-80.56913,9,85,Travel Stop,(330) 534-1800,(330) 534-1810,2.799,3.299,3.749,4.089,,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,324,PA,Mifflinville ,440 W. 3rd,I-80 / 242,18631,41.026768,-76.318757,7,74,Travel Stop,(570) 752-9013,(570) 752-9015,2.959,,,4.489,,,4.789,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,386,AZ,Lake Havasu City,14875 AZ Hwy-95,I-40 / 9,86404,34.724959,-114.315844,8,84,Travel Stop,(928) 764-1505,(928) 764-1533,2.899,3.299,3.599,4.249,,3.999,4.589,"Carl's Jr.,Subway,Chicken Drumsticks,Sandwiches,Tacos"
Love's Travel Center,881,OH,Diamond,4352 State Route 225,I-76 / 48/State Route 225 N,44412,41.107922,-81.050233,9,93,Travel Stop,(234) 863-4940,(234) 863-4941,2.799,3.299,3.799,4.089,,3.999,4.489,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
Love's Travel Center,653,CO,Eads,15596 US Highway 287,Hwy 287 / N of Town,81036,38.487838,-102.78516,4,50,Travel Stop,(719) 438-5500,(719) 438-5376,2.679,3.079,3.429,3.989,,9.999,4.589,"Godfather's Pizza,Subway"
Love's Travel Center,731,PA,Slippery Rock,1011 New Castle Road,I-79 / 105/Hwy 108,16057,41.036927,-80.127481,7,66,Travel Stop,(724) 530-2965,(724) 530-2919,2.959,3.409,3.809,4.549,,3.999,4.789,"Subway,Chicken Drumsticks,Salads/Parfaits,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos"
